Id,Abstract,Task 1
D05066,"paper proposes joint segmentation deconvolution bayesian method medical ultrasound (us) images.$$$contrary piecewise homogeneous images, images exhibit heavy characteristic speckle patterns correlated tissue structures.$$$the generalized gaussian distribution (ggd) shown relevant distributions characterizing speckle images.$$$thus, propose ggd-potts model defined label map coupling image segmentation deconvolution.$$$the bayesian estimators unknown model parameters, including image, label map hyperparameters difficult expressed closed form.$$$thus, investigate gibbs sampler generate samples distributed according posterior interest.$$$these generated samples finally compute bayesian estimators unknown parameters.$$$the performance proposed bayesian model compared existing approaches experiments conducted realistic synthetic data vivo images.",OBJECTIVES BACKGROUND BACKGROUND METHODS METHODS METHODS METHODS RESULTS
D03617,"multi-tenant cloud networks security monitoring service functions (sfs) constitute service function chain (sfc) endpoints.$$$sf rule ordering overlaps policy conflicts cause increased latency, service disruption security breaches cloud networks.$$$software defined network (sdn) based network function virtualization (nfv) emerged solution allows dynamic sfc composition traffic steering cloud network.$$$we propose sdn enabled universal policy checking (supc) framework, provide 1) flow composition ordering translating sf rules openflow format.$$$this ensures elimination redundant rules policy compliance sfc.$$$2) flow conflict analysis identify conflicts header space actions sf rules.$$$our results significant reduction sf rules composition.$$$additionally, conflict checking mechanism able identify rule conflicts pose security, efficiency, service availability issues cloud network.",BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS METHODS/RESULTS RESULTS/CONCLUSIONS CONCLUSIONS
D05362,"evaluated effectiveness automated bird sound identification situation emulates realistic, typical application.$$$we trained classification algorithms crowd-sourced collection bird audio recording data restricted training methods completely free manual intervention.$$$the approach directly applicable analysis multiple species collections, labelling provided crowd-sourced collection.$$$we evaluated performance bird sound recognition realistic number candidate classes, corresponding real conditions.$$$we investigated use canonical classification methods, chosen widespread use ease interpretation, k nearest neighbour (knn) classifier histogram-based features support vector machine (svm) time-summarisation features.$$$we investigated use certainty measure, derived output probabilities classifiers, enhance interpretability reliability class decisions.$$$our results demonstrate identification methods achieved similar performance, argue use knn classifier offers somewhat flexibility.$$$furthermore, employing outcome certainty measure provides valuable consistent indicator reliability classification results.$$$our use generic training data investigation probabilistic classification methodologies flexibly address variable number candidate species/classes expected encountered field, directly contribute development practical bird sound identification potentially global application.$$$further, certainty measures associated identification outcomes significantly contribute practical usability overall system.",BACKGROUND/OBJECTIVES METHODS OBJECTIVES BACKGROUND/OBJECTIVES METHODS METHODS RESULTS RESULTS/CONCLUSIONS BACKGROUND BACKGROUND/RESULTS/CONCLUSIONS
D02120,"rapidly growing size rdf graphs recent years necessitates distributed storage parallel processing strategies.$$$to obtain efficient query processing clusters wide variety different approaches proposed.$$$related approach presented current paper systems built hadoop hdfs, example apache accumulo apache spark.$$$we present new rdf store called prost (partitioned rdf spark tables) based apache spark.$$$prost introduces innovative strategy combines vertical partitioning approach property table, preexisting models storing rdf datasets.$$$we demonstrate proposal outperforms state-of-the-art systems w.r.t. runtime wide range query types extensive precomputing phase.",BACKGROUND OBJECTIVES METHODS METHODS METHODS RESULTS
D06897,"safety, mobility, environmental, energy, economic benefits transportation systems, focus recent connected vehicles (cvs) programs, potentially dramatic.$$$however, realization benefits largely hinges timely integration digital technology existing transportation infrastructure.$$$cvs enabled broadcast receive data cvs (vehicle-to-vehicle, v2v communication), infrastructure (vehicle-to-infrastructure, v2i, communication) road users, bicyclists pedestrians (vehicle-to-other road users communication).$$$further, v2i-focused applications, infrastructure transportation agencies manage able collect, process, distribute, archive data quickly, reliably, securely.$$$this paper focuses v2i applications, studies current digital roadway infrastructure initiatives.$$$it highlights importance including digital infrastructure investment alongside investment traditional transportation infrastructure auto industrys push connecting vehicles vehicles.$$$by studying current cv testbeds smart city initiatives, paper identifies digital infrastructure components public agencies.$$$it examines public agencies limited budgeting digital infrastructure, finds current expenditure inadequate realizing potential benefits v2i applications.$$$finally, paper presents set recommendations, based review current practices future needs, designed guide agencies responsible transportation infrastructure.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES METHODS METHODS METHODS
D03382,"popularity electric vehicles increases, demand power increase rapidly ability install additional generating capacity.$$$in long term expect supply demand balanced.$$$however, interim rate electric vehicles deployed depend ability charge vehicles inconveniencing owners.$$$in paper, investigate fairness mechanisms distribute power electric vehicles smart grid.$$$we assume peak demand insufficient power charge vehicles simultaneously.$$$in minute interval time select subset vehicles charge, based information vehicles.$$$we evaluate selection mechanisms published data current demand electric power function time day, current driving habits commuting, current rates electric vehicles charged home outlets.$$$we conventional selection strategies, first-come-first-served round robin, delay significant fraction vehicles hours, total available power course day times power required vehicles.$$$however, selection mechanism minimizes maximum delay reduce delays minutes, capacity available charging electric vehicles exceeds requirements little 5%.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OTHERS OTHERS METHODS RESULTS RESULTS
D03708,"extend traditional intrinsic image decompositions incorporate layers albedo shading.$$$it hard obtain data learn multi-layer decomposition.$$$instead, learn decompose image layers ""like this"" authoring generative models layer proxy examples capture platonic ideal (mondrian images albedo; rendered 3d primitives shading; material swatches shading detail).$$$our method generates image layers, model, explain image.$$$our approach rests innovation generative models images.$$$we introduce convolutional variational auto encoder (conv-vae), novel vae architecture reconstruct high fidelity images.$$$the approach general, require layers admit physical interpretation.",RESULTS/CONCLUSIONS BACKGROUND METHODS METHODS METHODS OBJECTIVES/METHODS OBJECTIVES
D01601,"explain notion secret sharing threshold schemes, implemented shamir's secret sharing.$$$subsequently, review social secret sharing (nsg'10,ns'10) trust function.$$$in secret sharing scheme, secret shared group players later recover secret.$$$we review construction social secret sharing scheme application resource management cloud, explained ns'12.$$$to clarify social secret sharing scheme, review trust function according nl'06.$$$in scheme, secret maintained assigning trust value player based behavior, i.e., availability.",BACKGROUND/OBJECTIVES/RESULTS OTHERS OBJECTIVES/METHODS METHODS/RESULTS METHODS BACKGROUND/OBJECTIVES
D05028,"present algorithm creating high resolution anatomically plausible images consistent acquired clinical brain mri scans large inter-slice spacing.$$$although large data sets clinical images contain wealth information, time constraints acquisition result sparse scans fail capture anatomy.$$$these characteristics render computational analysis impractical image analysis algorithms tend fail applied images.$$$highly specialized algorithms explicitly handle sparse slice spacing generalize problem domains.$$$in contrast, aim enable application existing algorithms originally developed high resolution research scans significantly undersampled scans.$$$we introduce generative model captures fine-scale anatomical structure subjects clinical image collections derive algorithm filling missing data scans large inter-slice spacing.$$$our experimental results demonstrate resulting method outperforms state-of-the-art upsampling super-resolution techniques, promises facilitate subsequent analysis previously possible scans quality.$$$our implementation freely available https://github.com/adalca/papago .",METHODS BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS/CONCLUSIONS OTHERS
D02716,"provide theoretical investigation curriculum learning context stochastic gradient descent optimizing convex linear regression loss.$$$we prove rate convergence ideal curriculum learning method monotonically increasing difficulty examples.$$$moreover, equally difficult points, convergence faster points incur higher loss respect current hypothesis.$$$we analyze curriculum learning context training cnn.$$$we method infers curriculum way transfer learning network, pre-trained different task.$$$while approach approximate ideal curriculum, observe empirically similar behavior predicted theory, namely, significant boost convergence speed beginning training.$$$when task difficult, improvement generalization performance observed.$$$finally, curriculum learning exhibits robustness unfavorable conditions excessive regularization.",BACKGROUND/OBJECTIVES RESULTS RESULTS RESULTS METHODS METHODS RESULTS RESULTS
D02803,"compare visibility latin american caribbean (lac) publications core collection indexes web science (wos)--science citation index expanded, social sciences citation index, arts & humanities citation index--and scielo citation index (scielo ci) integrated larger wos platform 2014.$$$the purpose comparison contribute understanding communication scientific knowledge produced latin america caribbean, provide reflections potential benefits articulation regional indexing exercises wos better understanding geographic disciplinary contributions.$$$how regional level scielo ci related global range wos?$$$in wos, lac authors integrated global level international networks, scielo provided platform interactions lac researchers.$$$the articulation scielo wos improve international visibility regional journals, cost independent journal inclusion criteria.",OBJECTIVES OBJECTIVES OBJECTIVES RESULTS CONCLUSIONS
D04882,"ransac-based methods robust incorrect image correspondences (outliers), hypothesis generators robust correct image correspondences (inliers) positional error (noise).$$$this slows convergence hypotheses drawn minimal set noisy inliers deviate significantly optimal model.$$$this work addresses problem introducing ansac, ransac-based estimator accounts noise adaptively minimal number correspondences required generate hypothesis.$$$ansac estimates inlier ratio (the fraction correct correspondences) ranked subsets candidate correspondences generates hypotheses them.$$$its hypothesis-generation mechanism prioritizes use subsets high inlier ratio generate high-quality hypotheses.$$$ansac uses early termination criterion keeps track inlier ratio history terminates changed significantly period time.$$$the experiments ansac finds good homography fundamental matrix estimates iterations, consistently outperforming state-of-the-art methods.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS METHODS RESULTS/CONCLUSIONS
D05659,"motivated applications databases, paper considers fragments calculus binary relations.$$$the fragments obtained leaving out, keeping in, standard operators, derived operators set difference, projection, coprojection, residuation.$$$for considered fragment, characterization obtained given binary relational structures indistinguishable expressions fragment.$$$the characterizations based appropriately adapted notions simulation bisimulation.",OBJECTIVES METHODS RESULTS METHODS
D05195,"implementation smart building technology form smart infrastructure applications great potential improve sustainability energy efficiency leveraging humans-in-the-loop strategy.$$$however, human preference regard living conditions usually unknown heterogeneous manifestation control inputs building.$$$furthermore, occupants building typically lack independent motivation necessary contribute play key role control smart building infrastructure.$$$moreover, true human actions integration sensing/actuation platforms remains unknown decision maker tasked improving operational efficiency.$$$by modeling user interaction sequential discrete game non-cooperative players, introduce gamification approach supporting user engagement integration human-centric cyber-physical system.$$$we propose design implementation large-scale network game goal improving energy efficiency building utilization cutting-edge internet things (iot) sensors cyber-physical systems sensing/actuation platforms.$$$a benchmark utility learning framework employs robust estimations classical discrete choice models provided derived high dimensional imbalanced data.$$$to improve forecasting performance, extend benchmark utility learning scheme leveraging deep learning end-to-end training deep bi-directional recurrent neural networks.$$$we apply proposed methods high dimensional data social game experiment designed encourage energy efficient behavior smart building occupants nanyang technological university (ntu) residential housing.$$$using occupant-retrieved actions resources lighting a/c, simulate game defined estimated utility functions.",OBJECTIVES OTHERS OTHERS BACKGROUND METHODS METHODS METHODS METHODS RESULTS CONCLUSIONS
D02664,"marginal problem asks given family marginal distributions set random variables arises joint distribution variables.$$$here point existence joint distribution imposes non-trivial conditions level shannon entropies given marginals.$$$these entropic inequalities necessary (but sufficient) criteria existence joint distribution.$$$for marginal problem, list shannon-type entropic inequalities calculated fourier-motzkin elimination, offer software interface fourier-motzkin solver so.$$$for case hypergraph given marginals cycle graph, provide complete analytic solution problem classifying relevant entropic inequalities, use result bound decay correlations stochastic processes.$$$furthermore, shannon-type inequalities differential entropies relevant continuous-variable marginal problems; non-shannon-type inequalities are, discrete continuous case.$$$in contrast approaches, general framework easily adapts situations additional (conditional) independence requirements joint distribution, case graphical models.$$$we end list open problems.$$$a complementary article discusses applications quantum nonlocality contextuality.",BACKGROUND RESULTS CONCLUSIONS METHODS RESULTS RESULTS OTHERS OTHERS OTHERS
D06738,"task determining labels network nodes based knowledge network structure labels training subset nodes called within-network classification.$$$it happen labels nodes known additionally information number classes nodes assigned.$$$in case subset nodes selected initial label acquisition.$$$the question arises is: ""labels nodes collected learning order provide best classification accuracy network?"".$$$active learning inference practical framework study problem.$$$a set methods active learning inference network classification proposed validated.$$$the utility score calculation node based network structure step process.$$$the scores enable rank nodes.$$$based ranking, set nodes, labels acquired, selected (e.g. taking n ranking).$$$the new measure-neighbour methods proposed paper suggest obtaining labels nodes ranking acquiring labels neighbours.$$$the paper examines 29 distinct formulations utility score selection methods reporting impact results collective classification algorithms: iterative classification algorithm loopy belief propagation.$$$we advocate accuracy presented methods depends structural properties examined network.$$$we claim measure-neighbour methods work better regular methods networks higher clustering coefficient worse regular methods networks low clustering coefficient.$$$according hypothesis, based clustering coefficient able recommend appropriate active learning inference method.",BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES OBJECTIVES METHODS METHODS METHODS METHODS METHODS METHODS RESULTS RESULTS RESULTS
D06760,"lte-unlicensed (lte-u) recently attracted worldwide meet explosion cellular traffic data.$$$by carrier aggregation (ca), licensed unlicensed bands integrated enhance transmission capacity maintaining reliable predictable performance.$$$as exist conventional unlicensed band users, wi-fi users, lte-u users share unlicensed bands them.$$$thus, optimized resource allocation scheme ensure fairness lte-u users conventional unlicensed band users critical deployment lte-u networks.$$$in paper, investigate energy efficient resource allocation problem lte-u coexisting wireless networks, aims guaranteeing fairness users different radio access networks (rans).$$$we formulate problem multi-objective optimization problem propose semi-distributed matching framework partial information-based algorithm solve it.$$$we demonstrate contributions simulations network densities traffic load levels considered.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS
D01043,"paper addresses problem localizing unknown number targets, having radar signature, distributed mimo radar consisting single antenna transmitters receivers determine directions departure arrival.$$$furthermore, consider presence multipath propagation, possible (correlated) blocking direct paths (going transmitter reflecting target receiver).$$$in general form, problem cast bayesian estimation problem multipath component accounted for.$$$however, environment map unknown, problem ill-posed hence, tractable approximation derived direct paths accounted for.$$$in particular, account correlated blocking scatterers environment appears prior term bayesian estimation framework.$$$a sub-optimal polynomial-time algorithm solve bayesian multi-target localization problem correlated blocking proposed performance evaluated simulations.$$$we correlated blocking severe, assuming blocking events independent having constant probability (as previous papers) resulted poor detection performance, false alarms likely occur detections.",BACKGROUND/OBJECTIVES OBJECTIVES METHODS METHODS METHODS RESULTS RESULTS/CONCLUSIONS
D03009,"consider problem minimizing linear function affine section cone positive semidefinite matrices, additional constraint feasible matrix prescribed rank.$$$when rank constraint active, non-convex optimization problem, semidefinite program.$$$both numerous applications especially systems control theory combinatorial optimization, general contexts polynomial optimization real algebra.$$$while numerical algorithms exist solving problem, interior-point newton-like algorithms, paper propose approach based symbolic computation.$$$we design exact algorithm solving rank-constrained semidefinite programs, complexity essentially quadratic natural degree bounds associated given optimization problem: subfamilies problem size feasible matrix fixed, complexity polynomial number variables.$$$the algorithm works assumptions input data: prove assumptions generically satisfied.$$$we implement maple discuss practical experiments.",BACKGROUND BACKGROUND BACKGROUND METHODS OBJECTIVES/CONCLUSIONS OBJECTIVES OBJECTIVES
D06233,"two-step predictor/corrector methods provided solve classes problems present systems ordinary differential equations (odes).$$$in class, velocities given displacements solved.$$$in second class, velocities accelerations given displacements solved.$$$and class, accelerations given velocities displacements solved.$$$two-step methods self starting, compatible one-step methods provided step with.$$$an algorithm presented controlling step size local truncation error exceed specified tolerance.",RESULTS OTHERS OTHERS OTHERS OTHERS OTHERS
D02848,"paper proposes novel method understanding daily hand-object manipulation developing vision-based techniques.$$$specifically, focus recognizing hand grasp types, object attributes manipulation actions unified framework exploring contextual relationships.$$$our hypothesis necessary jointly model hands, objects actions order accurately recognize multiple tasks correlated hand-object manipulation.$$$in proposed model, explore semantic relationships actions, grasp types object attributes, context boost recognition component.$$$we explore spatial relationship hand object order detect manipulated object hand cluttered environment.$$$experiment results recognition tasks proposed method outperforms traditional appearance-based methods designed account contextual relationships involved hand-object manipulation.$$$the visualization generalizability study learned context supports hypothesis.",BACKGROUND OBJECTIVES CONCLUSIONS METHODS METHODS RESULTS RESULTS
D03400,"algorithmic framework compute sparse minimal-tv solutions linear systems proposed.$$$the framework includes kaczmarz method linearized bregman method special cases new methods sparse kaczmarz solver.$$$the algorithmic framework variety applications especially useful problems linear measurements slow expensive obtain.$$$we present examples online compressed sensing, tv tomographic reconstruction radio interferometry.",RESULTS RESULTS RESULTS RESULTS
D03568,"mobile ad-hoc network (manet) dynamic collection mobile computers need existing infrastructure.$$$nodes manet act hosts routers.$$$designing robust routing algorithms manets challenging task.$$$disjoint multipath routing protocols address problem increase reliability, security lifetime network.$$$however, selecting optimal multipath np-complete problem.$$$in paper, hopfield neural network (hnn) parameters optimized particle swarm optimization (pso) algorithm proposed multipath routing algorithm.$$$link expiration time (let) nodes link reliability estimation metric.$$$this approach node-disjoint link-disjoint paths single phase route discovery.$$$simulation results confirm pso-hnn routing algorithm better performance compared backup path set selection algorithm (bpsa) terms path set reliability number paths set.",BACKGROUND BACKGROUND OBJECTIVES BACKGROUND BACKGROUND METHODS METHODS RESULTS CONCLUSIONS
D04472,"vision requirements sixth generation (6g) mobile communication systems expected adopt free-space optical communication (fso) wireless power transfer (wpt).$$$the laser-based wpt wireless information transfer (wit) usually faces challenges mobility safety.$$$we present mobile safe resonant beam communication (rbcom) system, realize high-rate simultaneous wireless information power transfer (swipt).$$$we propose analytical model depict swipt procedure.$$$the numerical results rbcom achieve 7.5 gbit/s 200 mw received optical power, connect transmitter receiver mobile ""wireless optical fiber"".",BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS/CONCLUSIONS
D00928,"unify prominent lines work multi-armed bandits: bandits knapsacks (bwk) combinatorial semi-bandits.$$$the concerns limited ""resources"" consumed algorithm, e.g., limited supply dynamic pricing.$$$the allows huge number actions assumes combinatorial structure additional feedback problem tractable.$$$we define common generalization, support motivating examples, design algorithm it.$$$our regret bounds comparable bwk combinatorial semi- bandits.",OBJECTIVES BACKGROUND BACKGROUND OBJECTIVES RESULTS
D02743,"demonstrated adversarial examples, i.e., natural images visually imperceptible perturbations added, generally exist deep networks fail image classification.$$$in paper, extend adversarial examples semantic segmentation object detection difficult.$$$our observation segmentation detection based classifying multiple targets image (e.g., basic target pixel receptive field segmentation, object proposal detection), inspires optimize loss function set pixels/proposals generating adversarial perturbations.$$$based idea, propose novel algorithm named dense adversary generation (dag), generates large family adversarial examples, applies wide range state-of-the-art deep networks segmentation detection.$$$we adversarial perturbations transferred networks different training data, based different architectures, different recognition tasks.$$$in particular, transferability networks architecture significant cases.$$$besides, summing heterogeneous perturbations leads better transfer performance, provides effective method black-box adversarial attack.",BACKGROUND OBJECTIVES OBJECTIVES METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D03290,"efficient exploration unsolved problem reinforcement learning usually addressed reactively rewarding agent fortuitously encountering novel situations.$$$this paper introduces efficient active exploration algorithm, model-based active exploration (max), uses ensemble forward models plan observe novel events.$$$this carried optimizing agent behaviour respect measure novelty derived bayesian perspective exploration, estimated disagreement futures predicted ensemble members.$$$we empirically semi-random discrete environments directed exploration critical progress, max order magnitude efficient strong baselines.$$$max scales high-dimensional continuous environments builds task-agnostic models downstream task.",BACKGROUND OBJECTIVES/METHODS METHODS RESULTS RESULTS/CONCLUSIONS
D00548,"context personalized medicine, text mining methods pose interesting option identifying disease-gene associations, generate novel links diseases genes complement knowledge structured databases.$$$the straightforward approach extract links text rely simple assumption postulating association genes diseases co-occur document.$$$however, approach (i) tends yield number spurious associations, (ii) capture different relevant types associations, (iii) incapable aggregating knowledge spread documents.$$$thus, propose approach disease-gene co-occurrences gene-gene interactions represented rdf graph.$$$a machine learning-based classifier trained incorporates features extracted graph separate disease-gene pairs valid disease-gene associations spurious ones.$$$on manually curated genetic testing registry, approach yields 30 points increase f1 score plain co-occurrence baseline.",OBJECTIVES BACKGROUND BACKGROUND/METHODS METHODS METHODS RESULTS
D05704,"optical backbone networks carry huge bandwidth serve key enabling technology provide telecommunication connectivity world.$$$hence, events network component (node/link) failures, communication networks suffer huge bandwidth loss service disruptions.$$$natural disasters earthquakes, hurricanes, tornadoes, etc., occur different places world, causing severe communication service disruptions network component failures.$$$most previous works optical network survivability assume failures going occur future, network survivable ensure connectivity events failures.$$$with advancements seismology, predictions earthquakes accurate.$$$earthquakes major cause telecommunication service disruption past.$$$hence, information provided meteorological departments similar agencies different countries helpful designing networks robust earthquakes.$$$in work, consider actual information provided indian meteorological department (imd) seismic zones, earthquakes occurred past india, propose scheme improve survivability existing indian optical network minute changes network topology.$$$simulations significant improvement network survivability achieved proposed scheme events earthquakes.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS RESULTS/CONCLUSIONS
D04501,"deep convolutional neural networks led breakthrough results practical feature extraction applications.$$$the mathematical analysis networks pioneered mallat, 2012.$$$specifically, mallat considered so-called scattering networks based identical semi-discrete wavelet frames network layer, proved translation-invariance deformation stability resulting feature extractor.$$$the purpose paper develop mallat's theory allowing different and, importantly, general semi-discrete frames (such as, e.g., gabor frames, wavelets, curvelets, shearlets, ridgelets) distinct network layers.$$$this allows extract wider classes features point singularities resolved wavelet transform.$$$our generalized feature extractor proven translation-invariant, develop deformation stability results larger class deformations considered mallat.$$$for mallat's wavelet-based feature extractor, rid number technical conditions.$$$the mathematical engine results continuous frame theory, allows completely detach invariance deformation stability proofs particular algebraic structure underlying frames.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS RESULTS RESULTS RESULTS METHODS/RESULTS
D03482,"principle, network transfer data nearly speed light.$$$today's internet, however, slower: measurements latencies typically one, orders magnitude larger lower bound implied speed light.$$$closing gap add value today's internet applications, open door exciting new applications.$$$thus, propose grand challenge networking research community: building speed-of-light internet.$$$towards addressing goal, begin investigating causes latency inflation internet network stack.$$$our analysis reveals protocol overheads, dominated community's attention, important, infrastructural inefficiencies significant under-explored problem.$$$thus, propose radical, surprisingly low-cost approach mitigating latency inflation lowest layers building nearly speed-of-light internet infrastructure.",BACKGROUND/OBJECTIVES RESULTS OBJECTIVES OBJECTIVES METHODS CONCLUSIONS METHODS
D03185,"majority artificial neural network (ann) implementations autonomous systems use fixed/user-prescribed network topology, leading sub-optimal performance low portability.$$$the existing neuro-evolution augmenting topology neat paradigm offers powerful alternative allowing network topology connection weights simultaneously optimized evolutionary process.$$$however, neat implementations allow consideration single objective.$$$there persists question tractably introduce topological diversification mitigates overfitting training scenarios.$$$to address gaps, paper develops multi-objective neuro-evolution algorithm.$$$while adopting basic elements neat, important modifications selection, speciation, mutation processes.$$$with backdrop small-robot path-planning applications, experience-gain criterion derived encapsulate diverse local environment encountered system.$$$this criterion facilitates evolution genes support exploration, seeking generalize smaller set mission scenarios possible performance maximization alone.$$$the effectiveness single-objective (optimizing performance) multi-objective (optimizing performance experience-gain) neuro-evolution approaches evaluated different small-robot cases, anns obtained multi-objective optimization observed provide superior performance unseen scenarios.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES/METHODS METHODS METHODS METHODS RESULTS/CONCLUSIONS
D01766,"synchronizing sequences proposed late 60's solve testing problems systems modeled finite state machines.$$$such sequences lead system, seen black box, unknown current state known final one.$$$this paper presents investigation computation synchronizing sequences systems modeled bounded synchronized petri nets.$$$in paper, existing techniques automata adapted new setting.$$$later on, new approaches, exploit net structure efficiently compute synchronizing sequences exhaustive enumeration state space, presented.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS/RESULTS
D01346,"voice-controlled smart-home, controller respond user's requests according interaction context.$$$this paper describes arcades, uses deep reinforcement learning extract context graphical representation home automation update continuously behavior user's one.$$$this robust changes environment (sensor breakdown addition) graphical representation (scale well) reinforcement mechanism (adapt well).$$$the experiments realistic data demonstrate method promises reach long life context-aware control smart-home.",BACKGROUND OBJECTIVES/METHODS METHODS/RESULTS CONCLUSIONS
D01321,"digitalization legal domain ongoing couple years.$$$in process, application different machine learning (ml) techniques crucial.$$$tasks classification legal documents contract clauses translation highly relevant.$$$on side, digitized documents barely accessible field, particularly germany.$$$today, deep learning (dl) hot topics publications applications.$$$sometimes provides results outperforming human level.$$$hence technique feasible legal domain well.$$$however, dl requires thousands samples provide decent results.$$$a potential solution problem multi-task dl enable transfer learning.$$$this approach able overcome data scarcity problem legal domain, specifically german language.$$$we applied state art multi-task model tasks: translation, summarization, multi-label classification.$$$the experiments conducted legal document corpora utilizing task combinations model parameters.$$$the goal optimal configuration tasks hand legal domain.$$$the multi-task dl approach outperformed state art results tasks.$$$this opens new direction integrate dl technology efficiently legal domain.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS OBJECTIVES/METHODS METHODS METHODS OBJECTIVES/METHODS RESULTS CONCLUSIONS
D05418,"neural machine translation (nmt) improved including document-level contextual information.$$$for purpose, propose hierarchical attention model capture context structured dynamic manner.$$$the model integrated original nmt architecture level abstraction, conditioning nmt model's previous hidden states.$$$experiments hierarchical attention significantly improves bleu score strong nmt baseline state-of-the-art context-aware methods, encoder decoder benefit context complementary ways.",BACKGROUND OBJECTIVES/METHODS METHODS RESULTS/CONCLUSIONS
D05873,"imagery motor movements tasks, called mu beta event related desynchronization (erd) synchronization (ers) taking place, allowing determine human patient imagery movement.$$$however, initial recordings electroencephalography (eeg) signals contain environmental noise interference ejected order separate ers/erd events rest signal.$$$this paper presents new technique based reworked second order blind identification (sobi) algorithm noise removal imagery movement classification implemented support vector machine (svm) technique.",BACKGROUND BACKGROUND BACKGROUND
D04002,"new era computing called cloud computing allows user access cloud services dynamically internet needed.$$$cloud consists data resources; cloud services include delivery software, infrastructure, applications, storage internet based user demand internet.$$$in short, cloud computing business economic model allowing users utilize high-end computing storage virtually minimal infrastructure end.$$$cloud service models namely, cloud software-as-a-service (saas), cloud platform-as-a-service (paas), cloud infrastructure-as-a-service (iaas).$$$this paper talks depth cloud infrastructure service management.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/CONCLUSIONS
D02168,"motivated value function estimation reinforcement learning, study statistical linear inverse problems, i.e., problems coefficients linear solved observed noise.$$$we consider penalized estimators, performance evaluated matrix-weighted two-norm defect estimator measured respect true, unknown coefficients.$$$two objective functions considered depending error defect measured respect noisy coefficients squared unsquared.$$$we propose simple, novel theoretically well-founded data-dependent choices regularization parameters cases avoid data-splitting.$$$a distinguishing feature analysis derive deterministic error bounds terms error coefficients, allowing complete separation analysis stochastic properties errors.$$$we results lead new insights bounds linear value function estimation reinforcement learning.",OBJECTIVES METHODS RESULTS RESULTS RESULTS RESULTS
D05364,"propose fast probabilistic algorithms low (i.e., sublinear input size) communication volume check correctness operations big data processing frameworks distributed databases.$$$our checkers cover commonly operations, including sum, average, median, minimum aggregation, sorting, union, merge, zip.$$$an experimental evaluation implementation thrill (bingmann et al., 2016) confirms low overhead high failure detection rate predicted theoretical analysis.",RESULTS RESULTS RESULTS
D01658,"paper, algorithms methods construction self-dual codes finite fields orthogonal matrices.$$$randomization orthogonal group, code extension main tools.$$$some optimal, mds, mds self-dual codes small large prime fields constructed.",OBJECTIVES METHODS RESULTS/CONCLUSIONS
D02894,"paper, present fpt-algorithms special cases shortest lattice vector, integer linear programming, simplex width computation problems, matrices included problems' formulations near square.$$$the parameter maximum absolute value rank minors corresponding matrices.$$$additionally, present fpt-algorithms respect parameter problems, matrices singular rank sub-matrices.",BACKGROUND/OBJECTIVES/RESULTS OBJECTIVES RESULTS
D01609,"iterative closest point (icp) widely method performing scan-matching registration.$$$being simple robust method, computationally expensive challenging use real-time applications limited resources mobile platforms.$$$in paper propose novel effective method acceleration icp require substantial modifications existing code.$$$this method based idea anderson acceleration iterative procedure finding fixed point contractive mapping.$$$the faster standard picard iteration, usually icp implementations.$$$we icp, fixed point problem, significantly accelerated method enhanced heuristics improve overall robustness.$$$we implement proposed approach point cloud library (pcl) available online.$$$benchmarking real-world data fully supports claims.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D03239,"cloud computing emerging area accessing computing resources.$$$in general, cloud service providers offer services clustered categories: saas, paas iaas.$$$this paper discusses cloud workload analysis.$$$the efficient cloud workload resource mapping technique proposed.$$$this paper aims provide means understanding investigating iaas cloud workloads resources.$$$in paper, regression analysis analyze cloud workloads identifies relationship cloud workloads available resources.$$$the effective organization dynamic nature resources help cloud workloads.$$$till cloud workload considered vital talent, cloud resources consumed effective style.$$$the proposed technique validated z formal specification language.$$$this approach effective minimizing cost submission burst time cloud workloads.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS/RESULTS METHODS/RESULTS CONCLUSIONS CONCLUSIONS RESULTS RESULTS/CONCLUSIONS
