Id,Abstract,Task 2
D06568,"we present caffe con troll (cct), a fully compatible end-to-end version of the popular framework caffe with rebuilt internals.$$$we built cct to examine the performance characteristics of training and deploying general-purpose convolutional neural networks across different hardware architectures.$$$we find that, by employing standard batching optimizations for cpu training, we achieve a 4.5x throughput improvement over caffe on popular networks like caffenet.$$$moreover, with these improvements, the end-to-end training time for cnns is directly proportional to the flops delivered by the cpu, which enables us to efficiently train hybrid cpu-gpu systems for cnns.",ENGINEERING
D05485,"a heuristic procedure based on novel recursive formulation of sinusoid (rfs) and on regression with predictive least-squares (ls) enables to decompose both uniformly and nonuniformly sampled 1-d signals into a sparse set of sinusoids (sss).$$$an optimal sss is found by levenberg-marquardt (lm) optimization of rfs parameters of near-optimal sinusoids combined with common criteria for the estimation of the number of sinusoids embedded in noise.$$$the procedure estimates both the cardinality and the parameters of sss.$$$the proposed algorithm enables to identify the rfs parameters of a sinusoid from a data sequence containing only a fraction of its cycle.$$$in extreme cases when the frequency of a sinusoid approaches zero the algorithm is able to detect a linear trend in data.$$$also, an irregular sampling pattern enables the algorithm to correctly reconstruct the under-sampled sinusoid.$$$parsimonious nature of the obtaining models opens the possibilities of using the proposed method in machine learning and in expert and intelligent systems needing analysis and simple representation of 1-d signals.$$$the properties of the proposed algorithm are evaluated on examples of irregularly sampled artificial signals in noise and are compared with high accuracy frequency estimation algorithms based on linear prediction (lp) approach, particularly with respect to cramer-rao bound (crb).",THEORETICAL ENGINEERING
D04569,"unmanned aerial vehicles (uavs) have recently rapidly grown to facilitate a wide range of innovative applications that can fundamentally change the way cyber-physical systems (cpss) are designed.$$$cpss are a modern generation of systems with synergic cooperation between computational and physical potentials that can interact with humans through several new mechanisms.$$$the main advantages of using uavs in cps application is their exceptional features, including their mobility, dynamism, effortless deployment, adaptive altitude, agility, adjustability, and effective appraisal of real-world functions anytime and anywhere.$$$furthermore, from the technology perspective, uavs are predicted to be a vital element of the development of advanced cpss.$$$therefore, in this survey, we aim to pinpoint the most fundamental and important design challenges of multi-uav systems for cps applications.$$$we highlight key and versatile aspects that span the coverage and tracking of targets and infrastructure objects, energy-efficient navigation, and image analysis using machine learning for fine-grained cps applications.$$$key prototypes and testbeds are also investigated to show how these practical technologies can facilitate cps applications.$$$we present and propose state-of-the-art algorithms to address design challenges with both quantitative and qualitative methods and map these challenges with important cps applications to draw insightful conclusions on the challenges of each application.$$$finally, we summarize potential new directions and ideas that could shape future research in these areas.",ENGINEERING EMPIRICAL
D01040,"many deep models have been recently proposed for anomaly detection.$$$this paper presents comparison of selected generative deep models and classical anomaly detection methods on an extensive number of non--image benchmark datasets.$$$we provide statistical comparison of the selected models, in many configurations, architectures and hyperparamaters.$$$we arrive to conclusion that performance of the generative models is determined by the process of selection of their hyperparameters.$$$specifically, performance of the deep generative models deteriorates with decreasing amount of anomalous samples used in hyperparameter selection.$$$in practical scenarios of anomaly detection, none of the deep generative models systematically outperforms the knn.",EMPIRICAL
D03856,"in ontology-based data access (obda), users are provided with a conceptual view of a (relational) data source that abstracts away details about data storage.$$$this conceptual view is realized through an ontology that is connected to the data source through declarative mappings, and query answering is carried out by translating the user queries over the conceptual view into sql queries over the data source.$$$standard translation techniques in obda try to transform the user query into a union of conjunctive queries (ucq), following the heuristic argument that ucqs can be efficiently evaluated by modern relational database engines.$$$in this work, we show that translating to ucqs is not always the best choice, and that, under certain conditions on the interplay between the ontology, the map- pings, and the statistics of the data, alternative translations can be evaluated much more efficiently.$$$to find the best translation, we devise a cost model together with a novel cardinality estimation that takes into account all such obda components.$$$our experiments confirm that (i) alternatives to the ucq translation might produce queries that are orders of magnitude more efficient, and (ii) the cost model we propose is faithful to the actual query evaluation cost, and hence is well suited to select the best translation.",EMPIRICAL
D05278,"two channels are equivalent if their maximum likelihood (ml) decoders coincide for every code.$$$we show that this equivalence relation partitions the space of channels into a generalized hyperplane arrangement.$$$with this, we define a coding distance between channels in terms of their ml-decoders which is meaningful from the decoding point of view, in the sense that the closer two channels are, the larger is the probability of them sharing the same ml-decoder.$$$we give explicit formulas for these probabilities.",THEORETICAL
D06992,"in the present work, we use information theory to understand the empirical convergence rate of tractography, a widely-used approach to reconstruct anatomical fiber pathways in the living brain.$$$based on diffusion mri data, tractography is the starting point for many methods to study brain connectivity.$$$of the available methods to perform tractography, most reconstruct a finite set of streamlines, or 3d curves, representing probable connections between anatomical regions, yet relatively little is known about how the sampling of this set of streamlines affects downstream results, and how exhaustive the sampling should be.$$$here we provide a method to measure the information theoretic surprise (self-cross entropy) for tract sampling schema.$$$we then empirically assess four streamline methods.$$$we demonstrate that the relative information gain is very low after a moderate number of streamlines have been generated for each tested method.$$$the results give rise to several guidelines for optimal sampling in brain connectivity analyses.",EMPIRICAL
D00325,"policy iteration (pi) is a recursive process of policy evaluation and improvement to solve an optimal decision-making, e.g., reinforcement learning (rl) or optimal control problem and has served as the fundamental to develop rl methods.$$$motivated by integral pi (ipi) schemes in optimal control and rl methods in continuous time and space (cts), this paper proposes on-policy ipi to solve the general rl problem in cts, with its environment modeled by an ordinary differential equation (ode).$$$in such continuous domain, we also propose four off-policy ipi methods---two are the ideal pi forms that use advantage and q-functions, respectively, and the other two are natural extensions of the existing off-policy ipi schemes to our general rl framework.$$$compared to the ipi methods in optimal control, the proposed ipi schemes can be applied to more general situations and do not require an initial stabilizing policy to run; they are also strongly relevant to the rl algorithms in cts such as advantage updating, q-learning, and value-gradient based (vgb) greedy policy improvement.$$$our on-policy ipi is basically model-based but can be made partially model-free; each off-policy method is also either partially or completely model-free.$$$the mathematical properties of the ipi methods---admissibility, monotone improvement, and convergence towards the optimal solution---are all rigorously proven, together with the equivalence of on- and off-policy ipi.$$$finally, the ipi methods are simulated with an inverted-pendulum model to support the theory and verify the performance.",THEORETICAL
D02681,"superpixels provide an efficient low/mid-level representation of image data, which greatly reduces the number of image primitives for subsequent vision tasks.$$$existing superpixel algorithms are not differentiable, making them difficult to integrate into otherwise end-to-end trainable deep neural networks.$$$we develop a new differentiable model for superpixel sampling that leverages deep networks for learning superpixel segmentation.$$$the resulting ""superpixel sampling network"" (ssn) is end-to-end trainable, which allows learning task-specific superpixels with flexible loss functions and has fast runtime.$$$extensive experimental analysis indicates that ssns not only outperform existing superpixel algorithms on traditional segmentation benchmarks, but can also learn superpixels for other tasks.$$$in addition, ssns can be easily integrated into downstream deep networks resulting in performance improvements.",THEORETICAL ENGINEERING
D00587,"this study considers the 3d human pose estimation problem in a single rgb image by proposing a conditional random field (crf) model over 2d poses, in which the 3d pose is obtained as a byproduct of the inference process.$$$the unary term of the proposed crf model is defined based on a powerful heat-map regression network, which has been proposed for 2d human pose estimation.$$$this study also presents a regression network for lifting the 2d pose to 3d pose and proposes the prior term based on the consistency between the estimated 3d pose and the 2d pose.$$$to obtain the approximate solution of the proposed crf model, the n-best strategy is adopted.$$$the proposed inference algorithm can be viewed as sequential processes of bottom-up generation of 2d and 3d pose proposals from the input 2d image based on deep networks and top-down verification of such proposals by checking their consistencies.$$$to evaluate the proposed method, we use two large-scale datasets: human3.6m and humaneva.$$$experimental results show that the proposed method achieves the state-of-the-art 3d human pose estimation performance.",THEORETICAL EMPIRICAL
D05126,"model checking has been successfully used in many computer science fields, including artificial intelligence, theoretical computer science, and databases.$$$most of the proposed solutions make use of classical, point-based temporal logics, while little work has been done in the interval temporal logic setting.$$$recently, a non-elementary model checking algorithm for halpern and shoham's modal logic of time intervals hs over finite kripke structures (under the homogeneity assumption) and an expspace model checking procedure for two meaningful fragments of it have been proposed.$$$in this paper, we show that more efficient model checking procedures can be developed for some expressive enough fragments of hs.",THEORETICAL
D01510,"one way to analyze cyber-physical systems is by modeling them as hybrid automata.$$$since reachability analysis for hybrid nonlinear automata is a very challenging and computationally expensive problem, in practice, engineers try to solve the requirements falsification problem.$$$in one method, the falsification problem is solved by minimizing a robustness metric induced by the requirements.$$$this optimization problem is usually a non-convex non-smooth problem that requires heuristic and analytical guidance to be solved.$$$in this paper, functional gradient descent for hybrid systems is utilized for locally decreasing the robustness metric.$$$the local descent method is combined with simulated annealing as a global optimization method to search for unsafe behaviors.",THEORETICAL ENGINEERING
D01993,"in this paper, optimal filter design for generalized frequency-division multiplexing (gfdm) is considered under two design criteria: rate maximization and out-of-band (oob) emission minimization.$$$first, the problem of gfdm filter optimization for rate maximization is formulated by expressing the transmission rate of gfdm as a function of gfdm filter coefficients.$$$it is shown that dirichlet filters are rate-optimal in additive white gaussian noise (awgn) channels with no carrier frequency offset (cfo) under linear zero-forcing (zf) or minimum mean-square error (mmse) receivers, but in general channels perturbed by cfo a properly designed nontrivial gfdm filter can yield better performance than dirichlet filters by adjusting the subcarrier waveform to cope with the channel-induced cfo.$$$next, the problem of gfdm filter design for oob emission minimization is formulated by expressing the power spectral density (psd) of the gfdm transmit signal as a function of gfdm filter coefficients, and it is shown that the oob emission can be reduced significantly by designing the gfdm filter properly.$$$finally, joint design of gfdm filter and window for the two design criteria is considered.",THEORETICAL
D04756,"to face future reliability challenges, it is necessary to quantify the risk of error in any part of a computing system.$$$to this goal, the architectural vulnerability factor (avf) has long been used for chips.$$$however, this metric is used for offline characterisation, which is inappropriate for memory.$$$we survey the literature and formalise one of the metrics used, the memory vulnerability factor, and extend it to take into account false errors.$$$these are reported errors which would have no impact on the program if they were ignored.$$$we measure the false error aware mvf (fea) and related metrics precisely in a cycle-accurate simulator, and compare them with the effects of injecting faults in a program's data, in native parallel runs.$$$our findings show that mvf and fea are the only two metrics that are safe to use at runtime, as they both consistently give an upper bound on the probability of incorrect program outcome.$$$fea gives a tighter bound than mvf, and is the metric that correlates best with the incorrect outcome probability of all considered metrics.",ENGINEERING
D05900,"extraction of local feature descriptors is a vital stage in the solution pipelines for numerous computer vision tasks.$$$learning-based approaches improve performance in certain tasks, but still cannot replace handcrafted features in general.$$$in this paper, we improve the learning of local feature descriptors by optimizing the performance of descriptor matching, which is a common stage that follows descriptor extraction in local feature based pipelines, and can be formulated as nearest neighbor retrieval.$$$specifically, we directly optimize a ranking-based retrieval performance metric, average precision, using deep neural networks.$$$this general-purpose solution can also be viewed as a listwise learning to rank approach, which is advantageous compared to recent local ranking approaches.$$$on standard benchmarks, descriptors learned with our formulation achieve state-of-the-art results in patch verification, patch retrieval, and image matching.",EMPIRICAL
D01058,"washing machine is of great domestic necessity as it frees us from the burden of washing our clothes and saves ample of our time.$$$this paper will cover the aspect of designing and developing of fuzzy logic based, smart washing machine.$$$the regular washing machine (timer based) makes use of multi-turned timer based start-stop mechanism which is mechanical as is prone to breakage.$$$in addition to its starting and stopping issues, the mechanical timers are not efficient with respect of maintenance and electricity usage.$$$recent developments have shown that merger of digital electronics in optimal functionality of this machine is possible and nowadays in practice.$$$a number of international renowned companies have developed the machine with the introduction of smart artificial intelligence.$$$such a machine makes use of sensors and smartly calculates the amount of run-time (washing time) for the main machine motor.$$$realtime calculations and processes are also catered in optimizing the run-time of the machine.$$$the obvious result is smart time management, better economy of electricity and efficiency of work.$$$this paper deals with the indigenization of flc (fuzzy logic controller) based washing machine, which is capable of automating the inputs and getting the desired output (wash-time).",ENGINEERING
D01670,"nowadays, deep learning has been widely used.$$$in natural language learning, the analysis of complex semantics has been achieved because of its high degree of flexibility.$$$the deceptive opinions detection is an important application area in deep learning model, and related mechanisms have been given attention and researched.$$$on-line opinions are quite short, varied types and content.$$$in order to effectively identify deceptive opinions, we need to comprehensively study the characteristics of deceptive opinions, and explore novel characteristics besides the textual semantics and emotional polarity that have been widely used in text analysis.$$$the detection mechanism based on deep learning has better self-adaptability and can effectively identify all kinds of deceptive opinions.$$$in this paper, we optimize the convolution neural network model by embedding the word order characteristics in its convolution layer and pooling layer, which makes convolution neural network more suitable for various text classification and deceptive opinions detection.$$$the tensorflow-based experiments demonstrate that the detection mechanism proposed in this paper achieve more accurate deceptive opinion detection results.",EMPIRICAL
D03182,"lane mark detection is an important element in the road scene analysis for advanced driver assistant system (adas).$$$limited by the onboard computing power, it is still a challenge to reduce system complexity and maintain high accuracy at the same time.$$$in this paper, we propose a lane marking detector (lmd) using a deep convolutional neural network to extract robust lane marking features.$$$to improve its performance with a target of lower complexity, the dilated convolution is adopted.$$$a shallower and thinner structure is designed to decrease the computational cost.$$$moreover, we also design post-processing algorithms to construct 3rd-order polynomial models to fit into the curved lanes.$$$our system shows promising results on the captured road scenes.",ENGINEERING
D03110,"this paper is to create a practical steganographic implementation for 4-bit images.the proposed technique converts 4 bit image into 4 shaded gray scale image.$$$this image will be act as reference image to hide the text.$$$using this grey scale reference image any text can be hidden.$$$single character of a text can be represented by 8-bit.$$$the 8-bit character can be split into 4x2 bit information.$$$if the reference image and the data file are transmitted through network separately, we can achieve the effect of steganography.$$$here the image is not at all distorted because said image is only used for referencing.$$$any huge mount of text material can be hidden using a very small image.$$$decipher the text is not possible intercepting the image or data file separately.$$$so, it is more secure.",ENGINEERING
D06884,"this paper attempts to explain consequences of the relational calculus not allowing relations to be domains of relations, and to suggest a solution for the issue.$$$on the example of sql we describe the consequent problem of the multitude of different representations for relations; analyze in detail the disadvantages of the notions ""table"" and ""foreign key""; and propose a complex solution which includes brand new data language, abandonment of tables as a representation for relations, and relatively small yet very significant alteration of the data storage concept, called ""multitable index"".",THEORETICAL
D05849,"while service-dominant logic proposes that all ""goods are a distribution mechanism for service provision"" (fp3), there is a need to understand when and why a firm would utilise direct or indirect (goods) service provision, and the interactions between them, to co-create value with the customer.$$$three longitudinal case studies in b2b equipment-based 'complex service' systems were analysed to gain an understanding of customers' co-creation activities to achieve outcomes.$$$we found the nature of value, degree of contextual variety and the firm's legacy viability to be viability threats.$$$to counter this, the firm uses (a) direct service provision for scalability and replicability, (b) indirect service provision for variety absorption and co-creating emotional value and customer experience and (c) designing direct and indirect provision for scalability and absorptive resources of the customer.$$$the co-creation of complex multidimensional value could be delivered through different value propositions of the firm.$$$the research proposes a value-centric way of understanding the interactions between direct and indirect service provision in the design of the firm's value proposition and proposes a viable systems approach towards reorganising the firm.$$$the study provides a way for managers to understand the effectiveness (rather than efficiency) of the firm in co-creating value as a major issue in the design of complex socio-technical systems.$$$goods are often designed within the domain of engineering and product design, often placing human activity as a supporting role to the equipment.$$$through an sdlogic lens, this study considers the design of both equipment and human activity on an equal footing for value co-creation with the customer, and it yielded interesting results on when direct provisioning (goods) should be redesigned, considering all activities equally.",THEORETICAL
D03471,"fundamental experimental measurements of quantities such as ignition delay times, laminar flame speeds, and species profiles (among others) serve important roles in understanding fuel chemistry and validating chemical kinetic models.$$$however, despite both the importance and abundance of such information in the literature, the community lacks a widely adopted standard format for this data.$$$this impedes both sharing and wide use by the community.$$$here we introduce a new chemical kinetics experimental data format, chemked, and the related python-based package for validating and working with chemked-formatted files called pyked.$$$we also review past and related efforts, and motivate the need for a new solution.$$$chemked currently supports the representation of autoignition delay time measurements from shock tubes and rapid compression machines.$$$chemked-formatted files contain all of the information needed to simulate experimental data points, including the uncertainty of the data.$$$chemked is based on the yaml data serialization language, and is intended as a human- and machine-readable standard for easy creation and automated use.$$$development of chemked and pyked occurs openly on github under the bsd 3-clause license, and contributions from the community are welcome.$$$plans for future development include support for experimental data from laminar flame, jet stirred reactor, and speciation measurements.",ENGINEERING
D01841,"the numerical size of academic publications that are being published in recent years had grown rapidly.$$$accessing and searching massive academic publications that are distributed over several locations need large amount of computing resources to increase the system performance.$$$therefore, many grid-based search techniques were proposed to provide flexible methods for searching the distributed extensive data.$$$this paper proposes search technique that is capable of searching the extensive publications by utilizing grid computing technology.$$$the search technique is implemented as interconnected grid services to offer a mechanism to access different data locations.$$$the experimental result shows that the grid-based search technique has enhanced the performance of the search.",ENGINEERING
D00089,"we present a proof procedure for univariate real polynomial problems in isabelle/hol.$$$the core mathematics of our procedure is based on univariate cylindrical algebraic decomposition.$$$we follow the approach of untrusted certificates, separating solving from verifying: efficient external tools perform expensive real algebraic computations, producing evidence that is formally checked within isabelle's logic.$$$this allows us to exploit highly-tuned computer algebra systems like mathematica to guide our procedure without impacting the correctness of its results.$$$we present experiments demonstrating the efficacy of this approach, in many cases yielding orders of magnitude improvements over previous methods.",ENGINEERING
D06976,"the paper presents a technique to improve human detection in still images using deep learning.$$$our novel method, vis-hud, computes visual saliency map from the image.$$$then the input image is multiplied by the map and product is fed to the convolutional neural network (cnn) which detects humans in the image.$$$a visual saliency map is generated using ml-net and human detection is carried out using detectnet.$$$ml-net is pre-trained on salicon while, detectnet is pre-trained on imagenet database for visual saliency detection and image classification respectively.$$$the cnns of vis-hud were trained on two challenging databases - penn fudan and tud-brussels benchmark.$$$experimental results demonstrate that the proposed method achieves state-of-the-art performance on penn fudan dataset with 91.4% human detection accuracy and it achieves average miss-rate of 53% on the tudbrussels benchmark.",ENGINEERING
D02183,"collaborative filtering (cf) is one of the most commonly used recommendation methods.$$$cf consists in predicting whether, or how much, a user will like (or dislike) an item by leveraging the knowledge of the user's preferences as well as that of other users.$$$in practice, users interact and express their opinion on only a small subset of items, which makes the corresponding user-item rating matrix very sparse.$$$such data sparsity yields two main problems for recommender systems: (1) the lack of data to effectively model users' preferences, and (2) the lack of data to effectively model item characteristics.$$$however, there are often many other data sources that are available to a recommender system provider, which can describe user interests and item characteristics (e.g., users' social network, tags associated to items, etc.).$$$these valuable data sources may supply useful information to enhance a recommendation system in modeling users' preferences and item characteristics more accurately and thus, hopefully, to make recommenders more precise.$$$for various reasons, these data sources may be managed by clusters of different data centers, thus requiring the development of distributed solutions.$$$in this paper, we propose a new distributed collaborative filtering algorithm, which exploits and combines multiple and diverse data sources to improve recommendation quality.$$$our experimental evaluation using real datasets shows the effectiveness of our algorithm compared to state-of-the-art recommendation algorithms.",ENGINEERING
D01243,"we investigate the scenario that a robot needs to reach a designated goal after taking a sequence of appropriate actions in a non-static environment that is partially structured.$$$one application example is to control a marine vehicle to move in the ocean.$$$the ocean environment is dynamic and oftentimes the ocean waves result in strong disturbances that can disturb the vehicle's motion.$$$modeling such dynamic environment is non-trivial, and integrating such model in the robotic motion control is particularly difficult.$$$fortunately, the ocean currents usually form some local patterns (e.g. vortex) and thus the environment is partially structured.$$$the historically observed data can be used to train the robot to learn to interact with the ocean tidal disturbances.$$$in this paper we propose a method that applies the deep reinforcement learning framework to learn such partially structured complex disturbances.$$$our results show that, by training the robot under artificial and real ocean disturbances, the robot is able to successfully act in complex and spatiotemporal environments.",ENGINEERING
D06537,"channel estimation at millimeter wave (mmwave) is challenging when large antenna arrays are used.$$$prior work has leveraged the sparse nature of mmwave channels via compressed sensing based algorithms for channel estimation.$$$most of these algorithms, though, assume perfect synchronization and are vulnerable to phase errors that arise due to carrier frequency offset (cfo) and phase noise.$$$recently sparsity-aware, non-coherent beamforming algorithms that are robust to phase errors were proposed for narrowband phased array systems with full resolution analog-to-digital converters (adcs).$$$such energy based algorithms, however, are not robust to heavy quantization at the receiver.$$$in this paper, we develop a joint cfo and wideband channel estimation algorithm that is scalable across different mmwave architectures.$$$our method exploits the sparsity of mmwave mimo channel in the angle-delay domain, in addition to compressibility of the phase error vector.$$$we formulate the joint estimation as a sparse bilinear optimization problem and then use message passing for recovery.$$$we also give an efficient implementation of a generalized bilinear message passing algorithm for the joint estimation in mmwave systems with one-bit adcs.$$$simulation results show that our method is able to recover the cfo and the channel compressively, even in the presence of phase noise.",THEORETICAL ENGINEERING
D02629,"the increasing nature of world wide web has imposed great challenges for researchers in improving the search efficiency over the internet.$$$now days web document clustering has become an important research topic to provide most relevant documents in huge volumes of results returned in response to a simple query.$$$in this paper, first we proposed a novel approach, to precisely define clusters based on maximal frequent item set (mfi) by apriori algorithm.$$$afterwards utilizing the same maximal frequent item set (mfi) based similarity measure for hierarchical document clustering.$$$by considering maximal frequent item sets, the dimensionality of document set is decreased.$$$secondly, providing privacy preserving of open web documents is to avoiding duplicate documents.$$$there by we can protect the privacy of individual copy rights of documents.$$$this can be achieved using equivalence relation.",ENGINEERING
D02950,"deep learning techniques have recently demonstrated broad success in predicting complex dynamical systems ranging from turbulence to human speech, motivating broader questions about how neural networks encode and represent dynamical rules.$$$we explore this problem in the context of cellular automata (ca), simple dynamical systems that are intrinsically discrete and thus difficult to analyze using standard tools from dynamical systems theory.$$$we show that any ca may readily be represented using a convolutional neural network with a network-in-network architecture.$$$this motivates our development of a general convolutional multilayer perceptron architecture, which we find can learn the dynamical rules for arbitrary ca when given videos of the ca as training data.$$$in the limit of large network widths, we find that training dynamics are strongly stereotyped across replicates, and that common patterns emerge in the structure of networks trained on different ca rulesets.$$$we train ensembles of networks on randomly-sampled ca, and we probe how the trained networks internally represent the ca rules using an information-theoretic technique based on distributions of layer activation patterns.$$$we find that ca with simpler rule tables produce trained networks with hierarchical structure and layer specialization, while more complex ca tend to produce shallower representations---illustrating how the underlying complexity of the ca's rules influences the specificity of these internal representations.$$$our results suggest how the entropy of a physical process can affect its representation when learned by neural networks.",THEORETICAL
D00829,"a new algorithm to generate all dyck words is presented, which is used in ranking and unranking dyck words.$$$we emphasize the importance of using dyck words in encoding objects related to catalan numbers.$$$as a consequence of formulas used in the ranking algorithm we can obtain a recursive formula for the nth catalan number.",THEORETICAL
D06818,"computer algebra systems are a great help for mathematical research but sometimes unexpected errors in the software can also badly affect it.$$$as an example, we show how we have detected an error of mathematica computing determinants of matrices of integer numbers: not only it computes the determinants wrongly, but also it produces different results if one evaluates the same determinant twice.",EMPIRICAL
D01373,"social network platforms can use the data produced by their users to serve them better.$$$one of the services these platforms provide is recommendation service.$$$recommendation systems can predict the future preferences of users using their past preferences.$$$in the recommendation systems literature there are various techniques, such as neighborhood based methods, machine-learning based methods and matrix-factorization based methods.$$$in this work, a set of well known methods from natural language processing domain, namely word2vec, is applied to recommendation systems domain.$$$unlike previous works that use word2vec for recommendation, this work uses non-textual features, the check-ins, and it recommends venues to visit/check-in to the target users.$$$for the experiments, a foursquare check-in dataset is used.$$$the results show that use of continuous vector space representations of items modeled by techniques of word2vec is promising for making recommendations.",EMPIRICAL
D00199,"deep spiking neural networks (snns) hold great potential for improving the latency and energy efficiency of deep neural networks through event-based computation.$$$however, training such networks is difficult due to the non-differentiable nature of asynchronous spike events.$$$in this paper, we introduce a novel technique, which treats the membrane potentials of spiking neurons as differentiable signals, where discontinuities at spike times are only considered as noise.$$$this enables an error backpropagation mechanism for deep snns, which works directly on spike signals and membrane potentials.$$$thus, compared with previous methods relying on indirect training and conversion, our technique has the potential to capture the statics of spikes more precisely.$$$our novel framework outperforms all previously reported results for snns on the permutation invariant mnist benchmark, as well as the n-mnist benchmark recorded with event-based vision sensors.",THEORETICAL
D01913,"xml data warehouses form an interesting basis for decision-support applications that exploit heterogeneous data from multiple sources.$$$however, xml-native database systems currently suffer from limited performances in terms of manageable data volume and response time for complex analytical queries.$$$fragmenting and distributing xml data warehouses (e.g., on data grids) allow to address both these issues.$$$in this paper, we work on xml warehouse fragmentation.$$$in relational data warehouses, several studies recommend the use of derived horizontal fragmentation.$$$hence, we propose to adapt it to the xml context.$$$we particularly focus on the initial horizontal fragmentation of dimensions' xml documents and exploit two alternative algorithms.$$$we experimentally validate our proposal and compare these alternatives with respect to a unified xml warehouse model we advocate for.",EMPIRICAL
D06160,"macro-management is an important problem in starcraft, which has been studied for a long time.$$$various datasets together with assorted methods have been proposed in the last few years.$$$but these datasets have some defects for boosting the academic and industrial research: 1) there're neither standard preprocessing, parsing and feature extraction procedures nor predefined training, validation and test set in some datasets.$$$2) some datasets are only specified for certain tasks in macro-management.$$$3) some datasets are either too small or don't have enough labeled data for modern machine learning algorithms such as deep neural networks.$$$so most previous methods are trained with various features, evaluated on different test sets from the same or different datasets, making it difficult to be compared directly.$$$to boost the research of macro-management in starcraft, we release a new dataset msc based on the platform sc2le.$$$msc consists of well-designed feature vectors, pre-defined high-level actions and final result of each match.$$$we also split msc into training, validation and test set for the convenience of evaluation and comparison.$$$besides the dataset, we propose a baseline model and present initial baseline results for global state evaluation and build order prediction, which are two of the key tasks in macro-management.$$$various downstream tasks and analyses of the dataset are also described for the sake of research on macro-management in starcraft ii.$$$homepage: https://github.com/wuhuikai/msc.",ENGINEERING
D01056,"we introduce mix&match (m&m) - a training framework designed to facilitate rapid and effective learning in rl agents, especially those that would be too slow or too challenging to train otherwise.$$$the key innovation is a procedure that allows us to automatically form a curriculum over agents.$$$through such a curriculum we can progressively train more complex agents by, effectively, bootstrapping from solutions found by simpler agents.$$$in contradistinction to typical curriculum learning approaches, we do not gradually modify the tasks or environments presented, but instead use a process to gradually alter how the policy is represented internally.$$$we show the broad applicability of our method by demonstrating significant performance gains in three different experimental setups: (1) we train an agent able to control more than 700 actions in a challenging 3d first-person task; using our method to progress through an action-space curriculum we achieve both faster training and better final performance than one obtains using traditional methods.$$$(2) we further show that m&m can be used successfully to progress through a curriculum of architectural variants defining an agents internal state.$$$(3) finally, we illustrate how a variant of our method can be used to improve agent performance in a multitask setting.",EMPIRICAL
D00074,"in iterative supervised learning algorithms it is common to reach a point in the search where no further induction seems to be possible with the available data.$$$if the search is continued beyond this point, the risk of overfitting increases significantly.$$$following the recent developments in inductive semantic stochastic methods, this paper studies the feasibility of using information gathered from the semantic neighborhood to decide when to stop the search.$$$two semantic stopping criteria are proposed and experimentally assessed in geometric semantic genetic programming (gsgp) and in the semantic learning machine (slm) algorithm (the equivalent algorithm for neural networks).$$$the experiments are performed on real-world high-dimensional regression datasets.$$$the results show that the proposed semantic stopping criteria are able to detect stopping points that result in a competitive generalization for both gsgp and slm.$$$this approach also yields computationally efficient algorithms as it allows the evolution of neural networks in less than 3 seconds on average, and of gp trees in at most 10 seconds.$$$the usage of the proposed semantic stopping criteria in conjunction with the computation of optimal mutation/learning steps also results in small trees and neural networks.",THEORETICAL EMPIRICAL
D05742,"facial aging and facial rejuvenation analyze a given face photograph to predict a future look or estimate a past look of the person.$$$to achieve this, it is critical to preserve human identity and the corresponding aging progression and regression with high accuracy.$$$however, existing methods cannot simultaneously handle these two objectives well.$$$we propose a novel generative adversarial network based approach, named the conditional multi-adversarial autoencoder with ordinal regression (cmaae-or).$$$it utilizes an age estimation technique to control the aging accuracy and takes a high-level feature representation to preserve personalized identity.$$$specifically, the face is first mapped to a latent vector through a convolutional encoder.$$$the latent vector is then projected onto the face manifold conditional on the age through a deconvolutional generator.$$$the latent vector preserves personalized face features and the age controls facial aging and rejuvenation.$$$a discriminator and an ordinal regression are imposed on the encoder and the generator in tandem, making the generated face images to be more photorealistic while simultaneously exhibiting desirable aging effects.$$$besides, a high-level feature representation is utilized to preserve personalized identity of the generated face.$$$experiments on two benchmark datasets demonstrate appealing performance of the proposed method over the state-of-the-art.",ENGINEERING
D03478,"unfortunately, the article ""a comparative study to benchmark cross-project defect prediction approaches"" has a problem in the statistical analysis which was pointed out almost immediately after the pre-print of the article appeared online.$$$while the problem does not negate the contribution of the the article and all key findings remain the same, it does alter some rankings of approaches used in the study.$$$within this correction, we will explain the problem, how we resolved it, and present the updated results.",EMPIRICAL
D01196,"observable operator models (ooms) and related models are one of the most important and powerful tools for modeling and analyzing stochastic systems.$$$they exactly describe dynamics of finite-rank systems and can be efficiently and consistently estimated through spectral learning under the assumption of identically distributed data.$$$in this paper, we investigate the properties of spectral learning without this assumption due to the requirements of analyzing large-time scale systems, and show that the equilibrium dynamics of a system can be extracted from nonequilibrium observation data by imposing an equilibrium constraint.$$$in addition, we propose a binless extension of spectral learning for continuous data.$$$in comparison with the other continuous-valued spectral algorithms, the binless algorithm can achieve consistent estimation of equilibrium dynamics with only linear complexity.",THEORETICAL
